	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
606	SLC19A3	543.796701	-0.48470302	0.137518325	-3.524643126	0.000424054	0.006818685
607	KCMF1	7981.314564	0.242839087	0.068904965	3.524261065	0.000424666	0.00682064
608	KLF12	110.7850554	0.797834058	0.226374553	3.524398152	0.000424446	0.00682064
609	LEMD3	7116.136796	0.287321267	0.081534976	3.523902041	0.000425241	0.006825947
610	ZFPM2	1778.838502	-0.937775329	0.266161212	-3.523335802	0.000426151	0.006836394
611	RELT	1335.87018	1.126943322	0.319864375	3.52319111	0.000426384	0.006836394
612	RPS13	4070.813082	0.270484169	0.076818518	3.521080299	0.000429792	0.006873068
613	CUL4B	29470.59949	-0.115783334	0.032898077	-3.519455971	0.000432433	0.00690552
614	FBXW7	1888.033773	0.526930667	0.149756564	3.518581456	0.000433861	0.006924346
615	FAM221A	3137.956495	-0.415017587	0.118130132	-3.513223772	0.000442704	0.007045282
616	XPA	12935.37372	0.257458998	0.073326353	3.511138756	0.000446191	0.007092659
617	RASL12	104.0069662	-1.206390191	0.343698588	-3.510023702	0.000448067	0.00711028
618	FUT10	2432.093186	0.488827142	0.139295007	3.509294074	0.000449298	0.007125751
619	UFC1	3081.590692	0.339411533	0.096737967	3.508565928	0.00045053	0.007133085
620	SCPEP1	1403.606714	-0.257779875	0.073479653	-3.50818036	0.000451183	0.007139369
621	GAS2	248.1971646	-0.830642367	0.23684154	-3.507165028	0.000452908	0.007162592
622	PSMD14	24158.35628	0.150529265	0.042943136	3.505316071	0.000456066	0.007204333
623	ISOC1	4387.586228	-0.432605535	0.123468676	-3.503767493	0.000458726	0.007242242
624	MDGA2	16068.60392	0.603296967	0.172232885	3.502797777	0.000460399	0.007264535
625	STEAP2	341.4613162	3.023026189	0.863439138	3.501145657	0.000463263	0.007303469
626	STOX2	1102.432863	-1.829621454	0.522966079	-3.498547089	0.0004678	0.007359598
627	CABLES2	2473.045103	0.282924385	0.080926568	3.496063045	0.000472177	0.007412541
628	PGRMC2	6775.158372	0.402368764	0.115136523	3.494710051	0.000474577	0.007441817
629	SNAPC3	1234.775412	-0.410586995	0.117544941	-3.493021413	0.000477588	0.007484816
630	TRIM66	602.7001956	-1.219191072	0.349167935	-3.491703987	0.00047995	0.007517592
631	ENSTGUG00000022819	44.64188054	0.567982461	0.162775749	3.489355537	0.000484187	0.007562664
632	UHRF1	190.9101311	-0.700456007	0.200923534	-3.486181993	0.000489968	0.007635808
633	LYSMD3	225.8781766	0.65110361	0.186976783	3.482269828	0.000497182	0.007714933
634	DACT2	10133.63679	0.338826967	0.097396408	3.47884458	0.000503581	0.00779555
635	SNX13	20283.35931	-0.36546654	0.105127024	-3.476428116	0.00050814	0.007857393
636	SUB1	10261.70792	1.38515933	0.398792835	3.473380684	0.000513946	0.007942747
637	RPF1	3886.998659	0.160404953	0.046187166	3.472933398	0.000514803	0.00795045
638	SENP8	1035.885694	0.850706984	0.245015321	3.472056285	0.000516488	0.007968754
639	RPL3	27341.59514	0.244421412	0.07048831	3.46754536	0.000525235	0.008090249
640	NSMAF	3052.5081	-0.211671938	0.061078736	-3.465558606	0.000529131	0.008145751
641	TG	423.2994759	-0.693643642	0.200255756	-3.463788786	0.000532625	0.008190464
642	WRN	3056.554096	0.465013253	0.134302931	3.462420728	0.00053534	0.008227667
643	PHC1	3159.17276	-0.200112687	0.057815032	-3.461257039	0.000537659	0.008249643
644	KIF15	96.01570311	-0.635785167	0.183712739	-3.460757111	0.000538659	0.00825587
645	ZBED4	5883.878514	0.125390923	0.036296522	3.454626403	0.000551056	0.008416706
646	CCR6	421.2313489	-1.004746637	0.290849731	-3.454521463	0.00055127	0.008416706
647	FREM1	121.1363212	-0.726281708	0.210276385	-3.453938537	0.000552463	0.008430293
648	GTF2A1L	97.27486124	-1.712533463	0.496131412	-3.451773911	0.000556914	0.008474966
649	SPTY2D1	12042.77943	0.182683616	0.052922322	3.451919887	0.000556613	0.008474966
650	PAMR1	101.7795084	-0.681845759	0.19754929	-3.451522196	0.000557434	0.008478237
651	UTP6	4844.499571	0.314349812	0.091113747	3.450081037	0.000560418	0.00851196
652	GLRX3	19398.99193	0.223777734	0.06487478	3.449379464	0.000561877	0.008522509
653	CCDC181	405.9318989	-8.473701924	2.458705912	-3.446407268	0.000568093	0.008598055
654	IDH3A	4256.541597	-1.295853064	0.376102695	-3.445476676	0.000570053	0.008618336
655	KCNV2	234.1636776	-1.228014884	0.35649415	-3.444698553	0.000571697	0.008633798
656	GLMN	1661.937166	-0.374620738	0.108788892	-3.443556899	0.000574116	0.008660929
657	RPS8	43507.29235	0.246826677	0.071733819	3.44086906	0.000579849	0.008714339
658	TMEM260	1757.527037	0.287297946	0.083575869	3.437570563	0.000586958	0.008807615
659	PRPF4B	9248.672015	-0.276697334	0.080572686	-3.434133163	0.000594452	0.008904937
660	CLCN4	1007.53444	-0.85758099	0.249905403	-3.431622439	0.000599982	0.008961025
661	RCL1	1783.10533	0.335166991	0.097679637	3.43128825	0.000600722	0.008965066
662	UPF1	23166.29609	-0.518173815	0.151038559	-3.430738602	0.00060194	0.008978432
663	EBI3	13.51477774	2.614145844	0.762182883	3.429814423	0.000603994	0.009004239
664	ENSTGUG00000022881	214.4830998	-0.449188269	0.130982578	-3.429374171	0.000604975	0.009009203
665	CLVS1	14510.7215	0.259262136	0.075635681	3.427775502	0.000608548	0.00904789
666	UTP23	1919.178051	0.272301783	0.079469604	3.426489741	0.000611437	0.009085978
667	NAB2	1577.560823	0.844748542	0.246669772	3.424613137	0.000615675	0.009139199
668	DUSP5	2131.728767	0.899187798	0.262586062	3.424354631	0.000616261	0.009139592
669	DCAF17	481.9406842	-3.608106848	1.053722856	-3.424151643	0.000616722	0.009140102
670	POMP	14772.62065	0.206604927	0.060354544	3.423187612	0.000618913	0.009167697
671	UBALD1	8229.690356	0.199331029	0.058279144	3.420280635	0.000625566	0.009241628
672	UBE2J1	2585.004637	-0.570797002	0.16689458	-3.420105085	0.000625969	0.009242686
673	CYP26C1	7.200227936	-1.73859865	0.508509426	-3.419009683	0.000628495	0.009270133
674	RPL36	9344.379226	0.208024102	0.061060967	3.40682619	0.00065723	0.009622534
675	TTC14	604.8645707	-1.061394057	0.312016229	-3.401727085	0.000669615	0.009762758
676	INTS3	1978.532763	1.352662801	0.397822056	3.400170453	0.000673439	0.009803095
677	PROK2	1575.54388	0.797183738	0.234780863	3.395437466	0.00068519	0.009948133
678	GSDME	179.2684183	1.901438406	0.560916558	3.389877476	0.000699239	0.010130949
679	DEPDC4	1507.113686	-0.219608795	0.064823779	-3.387781445	0.000704604	0.010192756
680	CDC42EP4	2630.95633	0.43166867	0.127470215	3.386427731	0.000708089	0.010212932
681	BAG5	27907.82238	-0.455802275	0.134665943	-3.384688539	0.000712591	0.010260272
682	RPS21	1211.087021	0.320005234	0.094619148	3.382034635	0.000719511	0.01034385
683	SLC10A7	1062.975102	-0.153446049	0.045406094	-3.379415269	0.000726402	0.010410639
684	KIF20A	277.4205248	-0.55961061	0.165676872	-3.377723173	0.000730886	0.01046013
685	KCNC1	17059.60616	-0.371716845	0.110209265	-3.372827538	0.000744005	0.010630068
686	LNX2	1949.153496	0.771069883	0.228651305	3.37225227	0.000745561	0.010646829
687	ADAMTS5	3374.164127	-0.87777329	0.260428778	-3.370492686	0.000750339	0.010687624
688	OSTF1	5634.209833	0.185528536	0.055044253	3.370534175	0.000750226	0.010687624
689	MAPK10	18981.84794	-1.326900776	0.393993375	-3.367825092	0.000757636	0.010780527
690	MKRN2	10035.47517	0.219552055	0.06529087	3.362676219	0.000771908	0.010955586
691	RAB12	10486.04969	0.367483049	0.109293286	3.362357038	0.000772801	0.010962665
692	TRAF4	825.8542016	0.313941936	0.093387658	3.361706923	0.000774623	0.010966138
693	BCOR	1396.38436	0.679849088	0.20222516	3.361842247	0.000774243	0.010966138
694	SMAP2	31794.49266	0.293538391	0.087418325	3.357858775	0.000785487	0.011069244
695	GLI1	115.2584574	0.970833801	0.289086637	3.35827976	0.000784292	0.011069244
696	OSMR	905.3566325	0.372704294	0.110983529	3.358194653	0.000784533	0.011069244
697	TMEM229B	15063.85971	-0.310007142	0.092322545	-3.35787042	0.000785454	0.011069244
698	RAB33A	4098.641762	0.585399327	0.174429832	3.356073448	0.000790576	0.01111842
699	MAT2B	25023.96819	0.284868065	0.084935058	3.353951486	0.000796663	0.011192717
700	IARS2	13787.17232	0.213234848	0.063588674	3.353346357	0.000798407	0.011211557
701	MLXIP	28.31688354	-1.290658934	0.385047709	-3.351945499	0.000802458	0.011251402
702	ANKRD13B	597.666816	0.816674885	0.243930855	3.347976966	0.000814038	0.011373633
703	SLC25A25	27375.3594	0.645607123	0.192890881	3.347006966	0.000816892	0.011402052
704	ARHGEF3	8824.40452	-0.275357368	0.082274494	-3.34681328	0.000817463	0.011404299
705	RXRG	851.7587467	0.706600256	0.211269327	3.344547289	0.00082417	0.01148635
706	TSPAN3	6720.527682	0.22087399	0.066054871	3.343795654	0.000826406	0.011505985
707	ASMT	22.28553797	-1.818298729	0.543849859	-3.343383654	0.000827634	0.011517319
708	UBE3A	23409.35191	0.329750721	0.098634611	3.343154263	0.000828318	0.011517524
709	DCAF13	18357.91244	0.190748091	0.05707378	3.342131744	0.000831376	0.011546288
710	CCNE2	139.2753565	-0.740958139	0.222207792	-3.334528148	0.000854443	0.011784275
711	SCYL3	1401.228861	-0.723092625	0.21697099	-3.332669612	0.00086017	0.011857391
712	PPRC1	403.0206015	1.096596937	0.32913884	3.331715388	0.000863125	0.011886339
713	HECTD2	3052.247378	1.106521597	0.33226776	3.330210543	0.000867803	0.011927151
714	ACACA	38672.24289	0.611051735	0.183476029	3.330417264	0.000867159	0.011927151
715	GHR	9.871296883	-3.534710637	1.061887935	-3.328704018	0.000872511	0.011950519
716	TAF7	14022.15326	-0.224306848	0.067429221	-3.326552567	0.000879274	0.012037231
717	OTUD1	3371.694361	-0.204883053	0.061651685	-3.323235267	0.000889798	0.012163347
718	HSPA12B	200.9632282	0.644681539	0.194101866	3.321356729	0.00089581	0.012233496
719	VCAN	995.3141235	-0.420440327	0.126586472	-3.321368546	0.000895772	0.012233496
720	SUN2	25228.83674	-0.212872541	0.064130053	-3.319388175	0.000902149	0.012314028
721	ASAP1	10999.43071	1.200288266	0.361945794	3.316210008	0.000912472	0.012430536
722	NOL9	3437.193123	0.333901383	0.10076975	3.313508085	0.000921334	0.0125292
723	DMD	402.4354961	0.614507519	0.185508663	3.312554291	0.000924482	0.012557244
724	TRNP1	193.3295451	1.43976459	0.434919352	3.310417398	0.000931569	0.012626862
725	SHROOM4	1243.557511	0.319450432	0.096562999	3.308207446	0.000938952	0.012699091
726	SOCS5	6173.567854	0.196951431	0.059567658	3.3063484	0.000945205	0.012770135
727	MARCHF8	1572.152316	-0.31831474	0.096408631	-3.301724495	0.000960924	0.012957336
728	CYB561D2	1451.098628	0.243454767	0.073774522	3.299984326	0.000966902	0.013031632
729	NME7	2424.776865	-0.640821253	0.194278835	-3.298461471	0.000972162	0.013083507
730	tgu-mir-26-2	3107.540704	-0.392328763	0.11922099	-3.290769213	0.000999138	0.013388263
731	TMED2	17838.04384	0.114696178	0.034892322	3.287146651	0.001012081	0.01354864
732	TNFAIP8	946.4257178	-0.89407224	0.27201699	-3.286824993	0.001013238	0.013556645
733	PLEKHH3	1297.01076	0.219834911	0.066899505	3.286046914	0.001016041	0.013568999
734	ARPP19	139354.7888	0.601207881	0.183042005	3.284535042	0.001021508	0.013628925
735	OTUD6B	30677.04125	0.169238747	0.05158217	3.280954407	0.001034565	0.013752653
736	RPL23A	8881.429241	0.843467865	0.257053962	3.281287164	0.001033345	0.013752653
737	LURAP1	32747.40796	0.351353522	0.107128384	3.279742561	0.001039019	0.013802969
738	IAH1	426.4780073	0.592176943	0.180631056	3.278378355	0.001044054	0.013856623
739	GHITM	3051.570667	-1.827986791	0.557639435	-3.2780802	0.001045157	0.013858044
740	GADD45G	712.4177911	-0.526037693	0.160527081	-3.276940497	0.001049385	0.013907473
741	HMG20B	79.31830847	1.807757798	0.551683142	3.276804492	0.00104989	0.013907548
742	ATP5MF	7249.351105	0.296184771	0.090404483	3.276217756	0.001052074	0.013929842
743	SH3BGRL	17415.23747	-0.213414846	0.065152542	-3.275618123	0.00105431	0.013939544
744	LEP	42.44163571	0.640870784	0.19573026	3.274255006	0.00105941	0.013993664
745	PEX10	1132.341659	0.581869549	0.177775003	3.2730673	0.001063871	0.01404593
746	ETS1	176.673944	2.334530632	0.713591832	3.271520957	0.001069707	0.01411627
747	SARNP	3008.854172	0.232018543	0.070929334	3.271122519	0.001071215	0.014122776
748	EIF4G2	14122.30213	-0.982129996	0.300398381	-3.26942507	0.001077663	0.014167924
749	CEP350	1543.52477	-0.842907383	0.257876022	-3.26865358	0.001080605	0.014192764
750	CSMD3	17.32597361	-1.215020166	0.371834708	-3.267635165	0.001084501	0.01423049
751	GATAD1	10723.10333	-0.552726645	0.16923337	-3.266061797	0.001090544	0.014282847
752	FLNC	605.5593311	-0.364650477	0.111774547	-3.262374889	0.001104829	0.014442736
753	RILP	35.82014476	-0.887459424	0.27209448	-3.261585553	0.00110791	0.014476204
754	TUT4	7423.27891	-0.589476812	0.180831675	-3.259809505	0.001114871	0.014540237
755	USH1G	18.68516499	1.288308232	0.395386445	3.258352049	0.001120613	0.014601035
756	MYCL	87.52671127	1.135347982	0.348462638	3.258162735	0.001121361	0.01460394
757	HTR7	2164.253559	0.908777343	0.279178707	3.255181427	0.0011332	0.01471678
758	TXNRD3	3284.130869	1.232569917	0.37896409	3.252471536	0.001144061	0.014837052
759	INSM2	82.08620495	-0.971328799	0.298771854	-3.251071962	0.001149708	0.014875611
760	AIP	8056.89355	0.219868709	0.067690439	3.248150134	0.00116158	0.015003834
761	ENSTGUG00000025403	9.809417292	-1.053174767	0.324279502	-3.247737712	0.001163264	0.015016098
762	ABI1	12452.74498	0.299853975	0.092332357	3.247550323	0.001164031	0.01501902
763	PSMB1	10914.81965	0.193096106	0.059564478	3.241799659	0.001187775	0.015268725
764	UBB	5102.394773	2.031102247	0.626686063	3.241020293	0.001191027	0.015298095
765	nat2	320.6021246	-0.568990942	0.175560921	-3.240988596	0.001191159	0.015298095
766	HSD17B7	642.8918501	0.278835351	0.086043184	3.24064427	0.001192599	0.015308366
767	KLHDC10	5853.124904	0.138647023	0.042798728	3.239512686	0.001197341	0.015349144
768	ATP2A2	2216.520799	2.74120106	0.846330234	3.238926073	0.001199807	0.015373663
769	NTSR1	7673.578588	-0.750064782	0.231703861	-3.237169978	0.001207215	0.015440139
770	EDA2R	164.0747981	0.510878042	0.158041218	3.232562041	0.001226855	0.015632824
771	ANXA11	3498.69566	-0.502581767	0.155480158	-3.232449561	0.001227338	0.015632824
772	NRIP3	647.4611211	-0.807474942	0.249937926	-3.23070194	0.001234866	0.015707139
773	PPP1R7	8455.234807	0.482722068	0.14942854	3.230454277	0.001235937	0.015713568
774	CASR	36.90866556	-1.32946557	0.411729924	-3.228974851	0.001242348	0.015787868
775	BNIP3	10236.43677	1.162688782	0.360205989	3.227844111	0.001247269	0.015843167
776	CTNND1	759.9501449	0.937425767	0.29052725	3.226636285	0.001252546	0.015895673
777	HSD11B2	41.74457459	-0.555332117	0.172181114	-3.225278925	0.0012585	0.015942145
778	CLDN23	4.447725519	-2.460799636	0.76325125	-3.224101679	0.001263685	0.015993264
779	NT5C3A	4863.435203	0.39911146	0.123822921	3.223243771	0.001267476	0.016026663
780	GARNL3	33.89416029	-0.599030464	0.185929096	-3.221822055	0.001273782	0.016099079
781	MTMR1	988.9806693	-1.829621309	0.568172517	-3.220186221	0.001281073	0.016176533
782	CDH17	73.62971619	-0.8627149	0.268115459	-3.217699212	0.001292233	0.016280491
783	TRAP1	925.3252077	1.005620236	0.312584389	3.217115988	0.001294862	0.016306239
784	LSM5	3862.011505	0.204922265	0.063702796	3.216848859	0.001296069	0.016314043
785	KRTCAP2	2355.780207	0.210200189	0.065436843	3.212260534	0.001316949	0.016549332
786	ADRA1D	2516.451545	0.267810527	0.083743085	3.1980017	0.001383835	0.017250951
787	GSPT1	14344.72475	0.221983025	0.069435267	3.196978032	0.001388755	0.017292922
788	NTS	445.4073262	0.435106671	0.136151119	3.195762727	0.001394617	0.017358152
789	MYLK	5001.243733	-0.427378115	0.133940184	-3.190813253	0.00141873	0.017595282
790	CARF	1046.112042	-0.675819963	0.211821323	-3.190519033	0.001420175	0.017605358
791	CBLB	1434.435816	-0.246025732	0.077137987	-3.189423811	0.001425567	0.017664332
792	LZTS2	318.0506061	-0.819984078	0.257106031	-3.189283714	0.001426258	0.017665027
793	SLITRK4	7418.47445	0.271583011	0.085184127	3.188188006	0.001431674	0.017716331
794	SDC2	9421.846906	0.458985802	0.143964261	3.188192682	0.001431651	0.017716331
795	DMRTB1	29.92726085	-1.866719759	0.585608245	-3.187659625	0.001434293	0.017735746
796	CGAS	1375.932908	-0.352110227	0.110461998	-3.187614142	0.001434518	0.017735746
797	PARP8	1634.259989	0.807711724	0.253483183	3.186450928	0.001440299	0.017799308
798	KIF20B	2323.077577	-0.338200986	0.106180383	-3.185155081	0.001446765	0.017863336
799	LZTR1	11416.10995	0.233900808	0.073570206	3.179287121	0.001476378	0.018180555
800	CIAO2A	1690.486754	0.353842415	0.11132749	3.178392113	0.001480943	0.018228707
801	PGF	366.9322952	0.341256451	0.10741934	3.17686228	0.001488777	0.018303983
802	ZMIZ2	31.79014355	2.346657999	0.738729891	3.176611678	0.001490064	0.01830857
803	SHROOM3	348.6163099	-0.653157271	0.205757752	-3.17439933	0.00150147	0.018424298
804	CHST1	6908.785769	0.613802549	0.19342499	3.173336334	0.001506978	0.018483741
805	UBXN2A	2593.55722	0.639161021	0.201659615	3.169504328	0.001526992	0.018653166
806	BLCAP	3558.709186	0.175342018	0.055360339	3.167285867	0.00153869	0.018765135
807	ASPH	12036.47388	-0.406838463	0.128450079	-3.167288552	0.001538676	0.018765135
808	SNX3	7638.033651	0.134622388	0.042523905	3.165804896	0.001546545	0.018819679
809	RPL18A	7677.849372	0.209569828	0.066224992	3.164512706	0.001553429	0.018870429
810	NEFH	42717.42384	1.3069394	0.413238964	3.16267224	0.001563282	0.018973554
811	DTWD2	1285.362971	-0.193690507	0.06126115	-3.161718442	0.001568411	0.019010922
812	CHP1	71.07737769	2.045344794	0.647507108	3.158798984	0.001584207	0.019177317
813	SLC35F4	424.1580199	-0.37011697	0.117235269	-3.157044574	0.00159377	0.019284684
814	TMCC3	6376.517199	-0.79004465	0.25035654	-3.1556781	0.001601255	0.019358411
815	SERTAD2	6104.25745	0.950098638	0.301314058	3.153183907	0.001615	0.019482254
816	ZDHHC2	2713.444038	-0.86565402	0.274599239	-3.152426865	0.001619194	0.019524375
817	MGAT4C	11.47733948	3.049896789	0.967883421	3.15109932	0.001626572	0.01957939
818	TNNT2	50.70202686	0.828628122	0.263106238	3.149405075	0.001636032	0.019676244
819	RBP5	421.7371563	0.356959369	0.113626113	3.141525842	0.0016807	0.020100475
820	WSB2	6023.579807	0.192406254	0.061312748	3.138111731	0.0017004	0.020292467
821	ASCC2	70.12417892	1.579496983	0.503493885	3.137072824	0.001706437	0.020338335
822	TRPC6	2798.4271	-0.626392525	0.199710605	-3.136501068	0.001709768	0.020366837
823	PIGP	415.5467875	1.090441763	0.347722524	3.135953775	0.001712962	0.02038917
824	CTCF	5.6102576	-5.294505689	1.689420313	-3.133918568	0.001724887	0.020514284
825	EVC	1862.512824	-0.445294129	0.142265031	-3.130032197	0.001747871	0.020769879
826	NAGK	36.23273255	-0.850851855	0.271946924	-3.128742343	0.001755562	0.020816802
827	DCAF7	26220.01876	-0.20950973	0.066995173	-3.127236214	0.001764581	0.02085472
828	JADE1	613.0320007	-1.729314752	0.554225184	-3.120238491	0.001807047	0.021267159
829	GALNT11	612.115688	-1.144909441	0.367036813	-3.119331362	0.00181262	0.02131169
830	ACSS1	3019.791215	-0.744648118	0.239009607	-3.115557268	0.001835977	0.021513566
831	VGLL3	160.8134353	1.238504369	0.397808851	3.113315265	0.001849983	0.021623035
832	KCNMB4	62.15719307	-1.259637204	0.404586491	-3.113394128	0.001849489	0.021623035
833	FMNL1	2431.9374	0.802474122	0.2580608	3.109632005	0.001873206	0.021866905
834	RPL24	4576.200922	0.404781141	0.130267387	3.107309904	0.001887984	0.022002484
835	AGAP3	19473.97094	0.486964364	0.156807201	3.105497447	0.001899593	0.022109986
836	MSTN	88.59060712	-0.715090753	0.230326746	-3.104679617	0.001904852	0.022152668
837	C1orf146	80.32119927	-0.555070583	0.178848921	-3.10357245	0.001911994	0.022185603
838	ATRN	2054.358105	-2.549341146	0.822165294	-3.10076473	0.001930216	0.022363492
839	DDX51	2119.136717	0.294385153	0.094995406	3.098940934	0.001942137	0.022460174
840	LRRC17	187.7304666	-1.375896042	0.44411941	-3.098031773	0.001948105	0.022505148
841	ATP5F1C	27213.35712	0.154522564	0.049933018	3.09459692	0.001970805	0.022739055
842	FBXO21	35.12631921	-3.355808929	1.085427693	-3.09169275	0.001990187	0.02292465
843	SLC22A16	7.638574291	-5.411465631	1.751010688	-3.090481211	0.001998324	0.022999334
844	ADAMTS2	91.11718845	-1.099028543	0.355838115	-3.088563298	0.002011268	0.023119614
845	TBC1D16	3205.11664	-0.392156147	0.12699484	-3.087969137	0.002015294	0.023146758
846	MED30	3826.255972	0.317391558	0.103040188	3.080269591	0.002068133	0.023714478
847	FAM120A	23084.01836	0.239854643	0.077903651	3.078862669	0.002077924	0.023797343
848	MCM4	2741.335227	-0.245200994	0.079658389	-3.078156572	0.002082854	0.02384397
849	MAD2L1BP	58.19789561	-0.706969389	0.229958072	-3.074340393	0.002109686	0.024101535
850	SPRY4	1802.932345	0.479956428	0.156399975	3.068775616	0.00214938	0.024464294
851	UPP1	592.8494992	-0.563493821	0.183721914	-3.067101849	0.002161452	0.024541743
852	ARFIP2	11139.62406	0.134509195	0.043871341	3.065992357	0.002169489	0.024612901
853	BRAF	13351.67655	0.231719728	0.075602715	3.064965706	0.00217695	0.024677418
854	EVC2	1430.980479	-0.400796122	0.13080367	-3.064104558	0.002183226	0.024738484
855	FAM237B	11.77941079	-1.451577443	0.473823804	-3.063538453	0.002187361	0.024767838
856	ELF1	1480.017776	0.793776936	0.259118469	3.063374603	0.002188559	0.024767838
857	UBTF	1907.111112	0.790703077	0.258210019	3.062247855	0.002196815	0.024831772
858	ANGPTL2	715.7008867	-0.246513035	0.080542626	-3.060653075	0.002208548	0.024934009
859	ALPK3	244.82019	0.901641875	0.294950514	3.056925935	0.002236195	0.02519501
860	ACSS2	9520.348943	-0.230167264	0.075356861	-3.054363741	0.002255384	0.025370111
861	OSBP	17194.16051	0.384208865	0.125797914	3.054175159	0.002256803	0.025375804
862	ADAMTS15	419.3357858	0.371971136	0.121817089	3.053521806	0.002261723	0.025400325
863	PRR5	816.2618078	-0.301282983	0.098666678	-3.053543408	0.00226156	0.025400325
864	TFB2M	2607.555871	0.201997387	0.066147861	3.053725165	0.00226019	0.025400325
865	OTUB1	18465.74363	0.157573314	0.051631612	3.051876697	0.002274155	0.025488494
866	ADAM20	265.5760925	-1.037160166	0.339901588	-3.051354285	0.002278116	0.025512331
867	PALLD	7309.706746	-0.499669177	0.163827389	-3.049973397	0.002288616	0.025568408
868	ASIC5	53.76377412	-1.943339256	0.637268156	-3.049484329	0.002292346	0.025582877
869	FAAP24	38.45919512	-1.227513896	0.403060812	-3.045480631	0.002323087	0.025870154
870	DCX	321.0944807	-2.10724516	0.6920042	-3.045133484	0.002325771	0.025889671
871	CARS1	17726.00246	0.243475407	0.079970925	3.044549073	0.002330294	0.025916705
872	FBXO40	624.5851557	-0.540025826	0.177397239	-3.044161388	0.002333299	0.02593197
873	CBX3	492.8579476	0.409605373	0.134736087	3.040056908	0.002365335	0.026214691
874	SYT4	9073.610038	0.787223433	0.259292216	3.036047299	0.002397018	0.026481428
875	HMGN3	892.8568862	1.392362837	0.458670875	3.035646934	0.002400202	0.026495568
876	CSNK1G1	4537.40609	0.671725898	0.221327588	3.03498495	0.002405477	0.026543259
877	ENSTGUG00000010562	15.80677078	-1.021113384	0.336470491	-3.034778417	0.002407125	0.02655091
878	TRIM24	1455.321532	-0.247081168	0.081426064	-3.034423573	0.002409958	0.026566633
879	EXTL3	801.4154011	1.793856981	0.59120447	3.034241232	0.002411415	0.026566633
880	RPS11	3245.714966	0.288999919	0.09533792	3.031321824	0.002434856	0.026750718
881	RCN2	20505.30887	0.373324512	0.123185441	3.030589556	0.002440768	0.026783938
882	BRINP1	21156.50301	0.407960524	0.13482031	3.02595747	0.002478472	0.027122787
883	RSRP1	10173.36499	-0.437387221	0.14457328	-3.025366931	0.002483317	0.027152725
884	ARHGEF11	89.90507423	-0.817837214	0.270380125	-3.024768233	0.002488237	0.027186875
885	RPL5	58948.73469	0.147539995	0.048820687	3.022079458	0.002510446	0.027375774
886	GMPPB	1553.805626	0.256281911	0.084883286	3.019227044	0.002534205	0.027577159
887	EGFL6	988.9116926	1.112099427	0.368389572	3.018813538	0.002537667	0.027577159
888	ILDR1	135.1296565	-1.326829722	0.439574883	-3.018438436	0.00254081	0.027577159
889	ENSTGUG00000009983	58.55066647	-0.734912231	0.243461808	-3.018593496	0.00253951	0.027577159
890	ASB7	990.6680426	-0.301654359	0.099955248	-3.01789416	0.002545378	0.027594435
891	GSG1	58.93332021	0.640319604	0.212230525	3.017094752	0.0025521	0.027656535
892	SMC2	393.997917	-0.346828164	0.115283973	-3.00846819	0.002625683	0.028321538
893	ESRP2	166.5314428	-0.491004651	0.163347537	-3.005889527	0.002648052	0.028507549
894	POLR1B	453.977038	0.845252366	0.281479486	3.00289154	0.002674277	0.028734277
895	PDIA3	27521.54674	0.180361797	0.060069627	3.002545666	0.002677318	0.028747133
896	PRMT8	12472.32873	0.237993307	0.07932597	3.000194117	0.002698076	0.028934108
897	ZBTB14	35.83456661	3.009654223	1.003960483	2.997781559	0.002719525	0.029127571
898	PDCD5	18546.35334	0.202843896	0.06766664	2.997694242	0.002720304	0.029127571
899	RRAGD	1463.227761	1.586290223	0.529266496	2.997148383	0.00272518	0.029157333
900	CENATAC	1345.972986	0.40858193	0.136376784	2.995978637	0.002735656	0.029256217
901	MGAT2	1211.584934	0.27932495	0.093236309	2.99588169	0.002736526	0.029256217
902	CASK	56349.33273	0.334353193	0.111634336	2.995074852	0.002743775	0.029311188
903	RNF170	8569.868933	-0.347825675	0.116146218	-2.99472236	0.002746948	0.029322558
904	IGF2	161.7703671	0.81335571	0.271587257	2.994822802	0.002746043	0.029322558
905	ENSTGUG00000026506	27.14049148	-0.692454135	0.231244069	-2.994473061	0.002749193	0.029335274
906	RIC1	3088.891592	-0.734108719	0.245178064	-2.994185966	0.002751782	0.029351634
907	SEPTIN2	6834.582758	-0.453660553	0.151566127	-2.993152635	0.002761116	0.029406099
908	AVPR1A	1091.752415	-1.095179019	0.366154769	-2.991027595	0.002780404	0.029577541
909	CNIH1	4158.04843	0.414062722	0.13847191	2.990229017	0.002787684	0.029632332
910	TIMM21	6696.529537	-0.269241328	0.090075807	-2.989052648	0.002798439	0.029712587
911	DIRAS3	68.03936779	0.859085142	0.2876487	2.986577519	0.002821193	0.029908517
912	NDUFB9	21324.13656	0.175959725	0.058950202	2.984887556	0.002836826	0.030051341
913	CDK10	2792.675434	-0.211342398	0.070822002	-2.984134778	0.002843815	0.030105938
914	RIC8B	15125.83581	0.372860747	0.124971545	2.983565156	0.002849114	0.030147069
915	ZNF326	21492.53948	0.412869679	0.13840629	2.983026839	0.00285413	0.030188661
916	CDC42EP3	1732.731429	-0.290572268	0.097500461	-2.980214302	0.002880468	0.030374851
